,Unnamed: 0,policy_rk,total_premium_amt,coverage,repair_option,paid_flg,region,auto_make,auto_model,auto_cost,vehicle_mileage_km_amt,vehicle_new_flg,audatex_claim_cnt,audatex_total_cost_amt,vehicle_issue_year,vehicle_credit_flg,min_driver_experience_years_cnt,insurant_gender_cd,age,issue_flg,expected_loss_amt,transition_flg,premium_transition_amt,renewed_issue_flg,renewed_paid_flg,unique
21838,24407,390403173,246240.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Татарстан,Kia,Kia Sportage,1859942.0,10000.0,0.0,0.0,0.0,2020,0,18,M,39.0,1,180565.02,1.0,371025.0,0,0,390403173M39.0
21840,24409,390403377,758880.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Республика Татарстан,Toyota,Toyota Land Cruiser 150,3751200.0,19000.0,0.0,0.0,0.0,2020,1,22,F,42.0,1,465517.53,1.0,1138518.0,1,0,390403377F42.0
21846,24416,390403545,270000.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Рязанская область,Ford,Ford Kuga,1300000.0,49000.0,0.0,0.0,0.0,2016,0,9,M,35.0,1,147704.85,0.0,0.0,1,0,390403545M35.0
21848,24418,390403890,700200.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Audi,Audi Q7,5000000.0,25000.0,0.0,0.0,0.0,2016,1,31,M,50.0,1,137739.78,0.0,0.0,0,0,390403890M50.0
21850,24420,390404064,357390.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Volkswagen,Volkswagen Tiguan,2119000.0,77425.0,0.0,2.0,3765942.0,2018,1,9,M,27.0,1,93230.55,0.0,0.0,0,0,390404064M27.0
21851,24421,390404088,138960.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Polo,819621.0,40000.0,0.0,0.0,0.0,2019,1,15,F,41.0,1,79445.43,1.0,163350.0,1,1,390404088F41.0
21852,24422,390404145,251100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,ВАЗ,ВАЗ Vesta,735000.0,67500.0,0.0,0.0,0.0,2019,0,34,M,56.0,1,151233.84,0.0,0.0,0,0,390404145M56.0
21861,24436,390404949,321300.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Kodiaq,3500000.0,32500.0,0.0,0.0,0.0,2021,0,12,F,45.0,1,79297.83,0.0,0.0,0,0,390404949F45.0
21862,24437,390405078,481068.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Peugeot,Peugeot 2008,2100000.0,500.0,0.0,1.0,1666044.0,2020,1,13,M,36.0,1,428570.73,0.0,0.0,1,1,390405078M36.0
21867,24442,390405375,208845.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Mercedes-Benz,Mercedes-Benz C-class,2000000.0,60000.0,0.0,1.0,6459615.0,2017,0,16,M,40.0,1,187854.48,0.0,0.0,0,0,390405375M40.0
21875,24451,390405816,1108800.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz E-class,5900000.0,5522.0,0.0,0.0,0.0,2021,0,19,M,47.0,1,519311.25,0.0,0.0,0,0,390405816M47.0
21878,24455,390405912,670905.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Липецкая область,Mitsubishi,Mitsubishi Outlander,2100000.0,22000.0,0.0,1.0,402849.0,2021,1,31,M,60.0,1,465307.74,0.0,0.0,0,0,390405912M60.0
21882,24460,390406179,383724.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Subaru,Subaru Forester,3075000.0,0.0,1.0,0.0,0.0,2021,1,31,M,56.0,1,245421.36,0.0,0.0,1,1,390406179M56.0
21890,24468,390406770,371700.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Chery,Chery Tiggo 8 Pro,2299900.0,0.0,1.0,0.0,0.0,2021,1,0,M,51.0,1,92748.42,0.0,0.0,1,0,390406770M51.0
21891,24469,390406833,275400.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Nissan,Nissan Qashqai,1726951.0,6000.0,0.0,0.0,0.0,2021,1,11,F,30.0,1,254430.0,1.0,695941.65,0,0,390406833F30.0
21896,24475,390407052,446400.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Creta,2200000.0,0.0,1.0,0.0,0.0,2022,1,12,M,44.0,1,357687.36,0.0,0.0,1,0,390407052M44.0
21897,24476,390407115,743400.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Удмуртская республика,Toyota,Toyota Land Cruiser Prado,4600000.0,500.0,0.0,0.0,0.0,2021,1,26,M,49.0,1,498824.82,0.0,0.0,1,0,390407115M49.0
21898,24477,390407241,904500.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz A-class,4000000.0,322.0,0.0,2.0,1589922.0,2019,1,15,F,35.0,1,438178.5,0.0,0.0,0,0,390407241F35.0
21899,24478,390407460,90720.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Haval,Haval F7,1526395.0,18000.0,0.0,0.0,0.0,2019,1,12,F,37.0,1,23688.0,1.0,254286.0,1,1,390407460F37.0
21900,24479,390407631,196560.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Mini (BMW),Mini (BMW) Countryman,3500000.0,5000.0,0.0,1.0,1172952.0,2020,0,13,M,39.0,1,72378.9,0.0,0.0,1,1,390407631M39.0
21901,24480,390407646,742320.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Toyota,Toyota Land Cruiser 200,4786500.0,1200.0,0.0,1.0,71262.0,2017,0,23,M,55.0,1,542587.32,1.0,644481.0,1,1,390407646M55.0
21905,24484,390407850,182700.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Самарская область,Mitsubishi,Mitsubishi Outlander,2000000.0,7000.0,0.0,0.0,0.0,2021,1,16,M,39.0,1,43732.44,0.0,0.0,1,1,390407850M39.0
21913,24493,390408492,422820.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Карелия,Mazda,Mazda CX-5,3150000.0,3310.0,0.0,0.0,0.0,2021,1,8,F,51.0,1,348589.08,0.0,0.0,0,0,390408492F51.0
21921,24503,390408963,921780.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Mercedes-Benz,Mercedes-Benz CLA-class,3013000.0,45000.0,0.0,1.0,990954.0,2020,1,14,F,35.0,1,478116.9,0.0,918000.0,0,0,390408963F35.0
21934,24518,390410202,469800.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Ford,Ford Mondeo,1727000.0,40000.0,0.0,0.0,0.0,2016,1,11,F,46.0,1,199222.02,0.0,0.0,0,0,390410202F46.0
21939,24523,390410508,294300.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Citroen,Citroen C4,450000.0,80000.0,0.0,1.0,1256094.0,2013,0,11,F,37.0,1,112848.3,0.0,0.0,1,1,390410508F37.0
21940,24524,390410511,272880.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Московская область,Hyundai,Hyundai Tucson,1594941.0,45000.0,0.0,0.0,0.0,2018,0,19,M,45.0,1,126330.75,1.0,186048.0,0,0,390410511M45.0
21945,24530,390411030,94320.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Татарстан,Kia,Kia Rio,957471.0,51000.0,0.0,0.0,0.0,2019,1,15,F,45.0,1,23339.97,1.0,139464.0,0,0,390411030F45.0
21948,24534,390411411,338486.4,Полное КАСКО,Ремонт на СТОА официального дилера,1,Мурманская область,Kia,Kia Sportage,1950105.0,8000.0,0.0,0.0,0.0,2021,1,6,F,28.0,1,231004.44,1.0,545031.0,1,0,390411411F28.0
21958,24546,390412317,515160.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Mitsubishi,Mitsubishi Outlander,2144000.0,24000.0,0.0,1.0,799857.0,2021,0,25,M,50.0,1,441501.3,0.0,504000.0,1,1,390412317M50.0
21960,24548,390412410,94500.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Нижегородская область,Kia,Kia Sportage,1500000.0,8000.0,0.0,1.0,155862.0,2021,1,16,M,38.0,1,22797.99,0.0,0.0,0,0,390412410M38.0
21963,24551,390412527,151200.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Haval,Haval F7,1900000.0,1500.0,0.0,0.0,0.0,2021,1,21,M,47.0,1,47688.84,0.0,0.0,1,0,390412527M47.0
21966,24554,390412755,722475.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volvo,Volvo XC90,4930559.0,4900.0,0.0,0.0,0.0,2021,0,25,M,57.0,1,484249.41,1.0,799002.0,1,1,390412755M57.0
21969,24557,390413016,166599.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi Outlander,2000000.0,4900.0,0.0,0.0,0.0,2021,0,17,F,43.0,1,42565.86,0.0,0.0,1,1,390413016F43.0
21973,24561,390413169,79200.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Nissan,Nissan X-Trail,927672.0,15000.0,0.0,0.0,0.0,2013,1,13,M,44.0,1,17818.83,1.0,111717.0,1,1,390413169M44.0
21976,24564,390413373,354600.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Kia,Kia Rio,1006000.0,7990.0,0.0,1.0,870948.0,2021,1,7,F,30.0,1,283959.18,0.0,0.0,1,1,390413373F30.0
21978,24567,390413613,1208700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Ростовская область,Toyota,Toyota Camry,2455000.0,50.0,0.0,0.0,0.0,2020,1,17,M,37.0,1,409437.45,0.0,0.0,0,0,390413613M37.0
21990,24580,390414513,229500.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Tucson,3700000.0,0.0,1.0,0.0,0.0,2021,1,17,M,42.0,1,67955.4,0.0,0.0,0,0,390414513M42.0
21992,24582,390414669,469368.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi Outlander,2090218.0,13000.0,0.0,0.0,0.0,2021,0,15,M,37.0,1,268686.09,1.0,856111.59,1,0,390414669M37.0
21993,24583,390414675,927927.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Audi,Audi Q8,8500000.0,350.0,0.0,1.0,1435473.0,2021,1,47,F,61.0,1,1386249.93,0.0,1037647.35,1,0,390414675F61.0
21995,24585,390414759,795420.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mini (BMW),Mini (BMW) Mini Countryman,3181000.0,0.0,1.0,0.0,0.0,2022,1,16,M,41.0,1,538048.26,0.0,0.0,0,0,390414759M41.0
21996,24586,390414801,799200.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Kia,Kia Carnival,3989606.0,15371.0,0.0,0.0,0.0,2021,1,14,F,42.0,1,443480.04,0.0,0.0,0,0,390414801F42.0
21997,24587,390414864,106458.3,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Renault,Renault Kaptur,900000.0,71000.0,0.0,0.0,0.0,2018,1,0,M,44.0,1,0.0,0.0,0.0,0,0,390414864M44.0
22000,24590,390414921,1194300.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Subaru,Subaru Forester,3928900.0,0.0,1.0,0.0,0.0,2021,0,2,M,30.0,1,694136.16,0.0,0.0,1,0,390414921M30.0
22006,24596,390415218,568800.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Honda,Honda CR-V,3815000.0,0.0,1.0,0.0,0.0,2021,1,19,F,54.0,1,446951.61,0.0,0.0,0,0,390415218F54.0
22010,24600,390415329,93600.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Татарстан,Kia,Kia Sportage,1859942.0,20000.0,0.0,0.0,0.0,2020,1,21,F,39.0,1,43648.2,1.0,566073.0,0,0,390415329F39.0
22014,24604,390415488,136800.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Карелия,Hyundai,Hyundai Solaris,550000.0,32000.0,0.0,0.0,0.0,2016,0,5,M,37.0,1,122317.92,0.0,0.0,1,1,390415488M37.0
22015,24605,390415515,219600.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Пензенская область,Audi,Audi A1,1000000.0,1500.0,0.0,0.0,0.0,2013,0,26,F,47.0,1,181448.01,0.0,0.0,1,0,390415515F47.0
22020,24610,390415683,553500.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Краснодарский край,Hyundai,Hyundai Creta,1778000.0,0.0,1.0,0.0,0.0,2022,1,32,F,52.0,1,340461.63,0.0,0.0,0,0,390415683F52.0
22021,24611,390415779,611100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Santa Fe,3602000.0,0.0,1.0,0.0,0.0,2022,0,14,M,41.0,1,430516.17,0.0,0.0,1,1,390415779M41.0
22023,24613,390415977,693900.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Peugeot,Peugeot 2008,2620000.0,1.0,1.0,0.0,0.0,2021,1,9,M,35.0,1,449684.82,0.0,0.0,0,0,390415977M35.0
22031,24622,390416757,402300.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Volkswagen,Volkswagen Polo,1190000.0,17020.0,0.0,1.0,208260.0,2020,0,10,M,35.0,1,241557.48,0.0,0.0,0,0,390416757M35.0
22034,24626,390416841,361800.0,Тоталь + Угон,Ремонт на СТОА по направлению страховщика,1,Москва,Volvo,Volvo XC60,1902605.0,84344.0,0.0,4.0,2663982.0,2014,1,0,M,47.0,1,101645.28,0.0,0.0,0,0,390416841M47.0
22037,24630,390417090,96300.0,Только Угон,Отсутствует/неизвестно,1,Москва,Chery,Chery Tiggo 8 Pro,2369900.0,0.0,1.0,0.0,0.0,2021,0,21,M,39.0,1,25363.8,0.0,0.0,0,0,390417090M39.0
22038,24631,390417195,497700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Carnival,3504900.0,0.0,1.0,0.0,0.0,2022,1,11,M,42.0,1,301881.42,0.0,0.0,1,1,390417195M42.0
22039,24632,390417204,356400.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Citroen,Citroen Jumper,2300000.0,5000.0,0.0,0.0,0.0,2020,0,24,M,43.0,1,241105.68,0.0,0.0,1,0,390417204M43.0
22042,24635,390417360,647095.68,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Toyota,Toyota Camry,2491000.0,0.0,1.0,0.0,0.0,2022,0,10,M,33.0,1,512756.1,0.0,0.0,1,1,390417360M33.0
22043,24636,390417366,518400.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Московская область,Nissan,Nissan X-Trail,1467000.0,83950.0,0.0,0.0,0.0,2015,0,17,M,40.0,1,226441.53,0.0,0.0,0,0,390417366M40.0
22046,24641,390417843,104400.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Нижегородская область,ВАЗ,ВАЗ 2190 Granta,485980.0,52218.0,0.0,0.0,0.0,2019,1,20,M,43.0,1,23711.13,0.0,0.0,0,0,390417843M43.0
22047,24643,390417957,404820.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Polo,1100000.0,10000.0,0.0,0.0,0.0,2021,1,7,M,29.0,1,175345.47,0.0,0.0,0,0,390417957M29.0
22051,24648,390418584,763056.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz E-class,4590840.0,4500.0,0.0,0.0,0.0,2021,0,18,M,36.0,1,577182.24,0.0,0.0,1,1,390418584M36.0
22056,24655,390418914,1509300.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Краснодарский край,Genesis,Genesis G80,4900000.0,0.0,1.0,0.0,0.0,2021,1,13,M,32.0,1,713559.69,0.0,0.0,1,1,390418914M32.0
22063,24663,390419550,128700.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Татарстан,Haval,Haval F7,1800000.0,15000.0,0.0,1.0,235287.0,2021,1,20,F,41.0,1,45675.45,0.0,421425.0,1,0,390419550F41.0
22070,24671,390419967,750384.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Тамбовская область,BMW,BMW X5,6551039.0,8760.0,0.0,0.0,0.0,2020,0,24,M,54.0,1,579069.45,1.0,1341360.0,1,1,390419967M54.0
22073,24674,390420141,119963.79,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Hyundai,Hyundai Tucson,990000.0,2000.0,0.0,0.0,0.0,2019,1,28,F,59.0,1,0.0,0.0,0.0,0,0,390420141F59.0
22077,24678,390455739,479520.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia K5,1906625.0,15000.0,0.0,0.0,0.0,2020,1,20,M,44.0,1,273098.97,1.0,876562.65,1,1,390455739M44.0
22078,24679,390494037,542793.33,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW 3er,3731500.0,15000.0,0.0,0.0,0.0,2020,1,15,M,36.0,1,0.0,0.0,0.0,1,1,390494037M36.0
